movie_ID,director,top_actors
7442,Joseph Ruben,"Julia Roberts, Patrick Bergin, Kevin Anderson"
114958,Johannes Roberts,"Noel Clarke, Colin O'Donoghue, Antonia Campbell-Hughes"
41374,Robert Resnikoff,"Lou Diamond Phillips, Tracy Griffith, Jeff Kober"
425972,Yolanda Ramke,"Martin Freeman, Simone Landers, Anthony Hayes"
42888,James L. Brooks,"Reese Witherspoon, Paul Rudd, Owen Wilson"
692969,Jarand Herdal,"Gitte Witt, Thomas Gullestad, Thorbjørn Harr"
42968,Luis de la Madrid,"Anita Briem, Belén Blanco, Manu Fullola"
13204,Tad Stones,"Ron Perlman, Selma Blair, Doug Jones"
426426,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey"
336804,Deniz Gamze Ergüven,"Güneş Nezihe Şensoy, Doğa Zeynep Doğuşlu, Elit İşcan"
21575,Jacques Audiard,"Tahar Rahim, Niels Arestrup, Adel Bencherif"
522449,Jerrold Tarog,"Paulo Avelino, Carlo Aquino, Arron Villaflor"
22660,Robert Stevenson,"Tommy Kirk, Dorothy McGuire, Fess Parker"
18983,Terry O. Morse,"Raymond Burr, Takashi Shimura, Momoko Kôchi"
45132,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler"
947938,Mohammad Kheyrandish,"Polina Avdeenko, Yuliya Rudina, Boris Khasanov"
454286,Michael Mason,"David A.R. White, John Corbett, Jennifer Taylor"
363483,Peter Sullivan,"Katrina Law, Aaron O'Connell, Donna Mills"
38093,Sanaa Hamri,"Queen Latifah, Common, Paula Patton"
1240791,Jan Kuklík,Jan Kuklík
205321,Anthony C. Ferrante,"Ian Ziering, Tara Reid, John Heard"
10906,Mary Lambert,"Edward Furlong, Anthony Edwards, Clancy Brown"
518764,Yan Han,"Li Yifeng, Michael Douglas, Zhou Dongyu"
619297,Brian Andrew Mendoza,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo"
36630,Sam Pillsbury,"Nicolas Cage, Erika Anderson, Judge Reinhold"
5544,Alain Resnais,"Emmanuelle Riva, Eiji Okada, Stella Dassas"
977177,Sophon Sakdaphisit,"Nittha Jirayungyurn, Sukollawat Kanarot, Thanyaphat Mayuraleela"
268100,Fellipe Barbosa,"Thales Cavalcanti, Marcello Novaes, Suzana Pires"
16722,Nicholas Carpenter,"Bridget Marquardt, Holly Madison, Najarra Townsend"
990691,Barbara Topsøe-Rothenborg,"Dar Salim, Sonja Richter, Sus Wilkins"
441130,Tomm Moore,"Honor Kneafsey, Eva Whittaker, Sean Bean"
2757,Spike Jonze,"Nicolas Cage, Meryl Streep, Chris Cooper"
159092,Thomas Lennon,"Rob Corddry, Leslie Bibb, Keegan-Michael Key"
44603,Clint Eastwood,"Matt Damon, Cécile de France, Bryce Dallas Howard"
2841,Jean-Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Dominique Pinon"
521190,Roger Spottiswoode,"Minka Kelly, Chad Michael Murray, Andie MacDowell"
2728,Uwe Boll,"Zack Ward, Dave Foley, Chris Coppola"
360814,Nitesh Tiwari,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra"
10403,Robert Altman,"Tim Robbins, Greta Scacchi, Fred Ward"
715756,Hideo Jojo,"Takashi Kitadai, Sho Wantanabe, Kohei Nagano"
1280,Kim Ki-duk,"Lee Seung-yun, Jae Hee, Kwon Hyuk-ho"
399173,Walter Hill,"Michelle Rodriguez, Sigourney Weaver, Tony Shalhoub"
256051,Andrei Svislotski,"Frank Welker, Jeff Bennett, Rino Romano"
9280,Brian De Palma,"Rebecca Romijn, Antonio Banderas, Peter Coyote"
11246,Rick Bota,"Dean Winters, Ashley Laurence, Rachel Hayward"
626393,Trish Sie,"Sadie Stanley, Maxwell Simkins, Cree Cicchino"
1362,"Arthur Rankin, Jr.","Orson Bean, John Huston, Hans Conried"
387839,Han Dong-Ho,Lim Song-i
158907,Drake Doremus,"Guy Pearce, Felicity Jones, Amy Ryan"
13764,Jeannot Szwarc,"Dudley Moore, John Lithgow, David Huddleston"
14197,Yann Samuell,"Elisha Cuthbert, Jesse Bradford, Austin Basis"
13008,Tommy O'Haver,"Elliot Page, Catherine Keener, Hayley McFarland"
1029880,Ole Bornedal,"Fanny Leander Bornedal, Nikolaj Coster-Waldau, Kim Bodnia"
429417,Andy Nyman,"Andy Nyman, Paul Whitehouse, Alex Lawther"
26603,Brian Gilbert,"Judge Reinhold, Fred Savage, Corinne Bohrer"
11132,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly"
20941,Luis Mandoki,"Carlos Padilla, Xuna Primus, Leonor Varela"
1084066,Guy Nattiv,"Arienne Mandi, Zar Amir Ebrahimi, Jaime Ray Newman"
1020951,Kabir Khan,"Kartik Aaryan, Vijay Raaz, Bhuvan Arora"
17600,David O. Russell,"Jeremy Davies, Alberta Watson, Benjamin Hendrickson"
390062,Greg McLean,"Daniel Radcliffe, Alex Russell, Thomas Kretschmann"
38684,Cary Joji Fukunaga,"Mia Wasikowska, Michael Fassbender, Jamie Bell"
108,Krzysztof Kieślowski,"Juliette Binoche, Benoît Régent, Florence Pernel"
248390,Fabrice Eboué,"Fabrice Eboué, Thomas Ngijol, Franck de la Personne"
487186,Sergio Mimica-Gezzan,"Mike Colter, Alexis Rodney, Alexander Bhat"
12208,Joseph McGrath,"David Niven, Peter Sellers, Ursula Andress"
26301,Stephen Kay,"Robert Forster, Michael Michele, Maury Chaykin"
763,Peter Jackson,"Timothy Balme, Diana Peñalver, Elizabeth Moody"
19971,Nicolas Gessner,"Jodie Foster, Martin Sheen, Alexis Smith"
451644,Patrik Syversen,"Marte Germaine Christensen, Patrick Stewart, Tom Rhys Harries"
25124,Ken Yip Wing-Kin,"Sammo Hung Kam-Bo, Vanness Wu, Lam Tze-Chung"
777411,Cory Finley,"Asante Blackk, Kylie Rogers, Tiffany Haddish"
3291,George Clooney,"David Strathairn, Patricia Clarkson, George Clooney"
174311,Phil Morrison,"Paul Giamatti, Paul Rudd, Sally Hawkins"
15677,David Hugh Jones,"Anne Bancroft, Anthony Hopkins, Judi Dench"
1064517,Ernesto Díaz Espinoza,"Marko Zaror, Gina Aguad, Eyal Meyer"
10390,Sam Raimi,"Kevin Costner, Kelly Preston, John C. Reilly"
617708,Jayro Bustamante,"María Mercedes Coroy, Sabrina De La Hoz, Margarita Kénefic"
316042,Paul Gross,"Paul Gross, Rossif Sutherland, Clark Johnson"
333622,Taichi Ishidate,"Risa Taneda, KENN, Minori Chihara"
160085,Torsten Künstler,"Matthias Schweighöfer, Milan Peschel, Nadja Uhl"
364324,Lu Chuan,"Yao Chen, Mark Chao, Rhydian Vaughan"
754158,Sebastian Niemann,"Michael Herbig, Christoph Maria Herbst, Rick Kavanian"
8452,Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn"
479,John Singleton,"Samuel L. Jackson, Vanessa Williams, Jeffrey Wright"
1159844,Richard Huber,"Christoph Maria Herbst, Marc Hosemann, Cynthia Micas"
18094,Sacha Gervasi,"Steve 'Lips' Kudlow, Robb Reiner, Kevin Goocher"
16618,Charles Vidor,"Danny Kaye, Farley Granger, Zizi Jeanmaire"
938030,Antonio Usbergo,"Lillo Petrolo, Anna Foglietta, Federico Ielapi"
1112852,Florencia Bochicchio,"Pata Marsilla, Felipe Marsilla"
399106,Alan Barillaro,
10761,Paul Weiland,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd"
567608,James Krisel,"Zach Avery, Samara Weaving, Carly Chaikin"
328739,Timothy A. Chey,"Miles Sloman, Jerry Sokolosky, Makenna Guyler"
158908,George Tillman Jr.,"Skylan Brooks, Ethan Dizon, Jennifer Hudson"
20156,Atom Egoyan,"Bruce Greenwood, Mia Kirshner, Don McKellar"
9708,Neil LaBute,"Nicolas Cage, Ellen Burstyn, Kate Beahan"
177656,Marco Berger,"Lucas Lagré, Javier De Pietro, Francisco Ortiz"
53064,Hiroshi Harada,"Minako Naka, Norihiko Morishita, Keinosuke Okamoto"
861126,Igor Zaytsev,"Sergei Bezrukov, Aram Vardevanyan, Olga Sutulova"
800089,John Slattery,"Jon Hamm, Tina Fey, Micah Stock"
1148279,Fajar Bustomi,"Reza Rahadian, Bunga Citra Lestari, Indro"
25643,Brandon Camp,"Aaron Eckhart, Jennifer Aniston, Dan Fogler"
15426,Matthew Leutwyler,"Emmanuelle Vaugier, Luke Goss, Charlie Murphy"
10375,Jim Gillespie,"Sylvester Stallone, Polly Walker, Charles S. Dutton"
9768,John Waters,"Johnny Depp, Amy Locane, Susan Tyrrell"
926916,Hiroki Kazama,"Eiji Akaso, Keita Machida, Kodai Asaka"
691179,Ben Winston,"Jennifer Aniston, Courteney Cox, Lisa Kudrow"
2707,Roger Young,"Johannes Brandrup, Thomas Lockyer, Barbora Bobuľová"
1210881,Giannis Tsimitselis,"Alexandros Antonopoulos, Katerina Geronikolou, Meletis Ilias"
447399,Thomas C. Grane,"Bruce Davison, Terry Anzur, Bryan Singer"
40348,Bitto Albertini,"Laura Gemser, Karin Schubert, Angelo Infanti"
16850,Anthony Mann,"Kirk Douglas, Richard Harris, Ulla Jacobsson"
415358,Aniruddha Roy Chowdhury,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari"
458131,Robin Bissell,"Taraji P. Henson, Sam Rockwell, Babou Ceesay"
15457,Christophe Barratier,"Gérard Jugnot, Clovis Cornillac, Kad Merad"
25296,Ang Lee,"Lung Sihung, Wang Bozhao, Deb Snyder"
15722,Simon Cellan Jones,"Rupert Everett, Ian Hart, Nicholas Palliser"
146198,John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie"
140,Pedro Almodóvar,"Gael García Bernal, Fele Martínez, Daniel Giménez Cacho"
300168,Daniel Lee,"Jackie Chan, John Cusack, Adrien Brody"
101731,Rob Reiner,"Morgan Freeman, Virginia Madsen, Madeline Carroll"
253343,Kevin Connolly,"Liana Liberato, Isabelle Fuhrman, Josh Lucas"
174645,Conor Allyn,"Kellan Lutz, Mickey Rourke, Ario Bayu"
137227,Yukiyo Teramoto,"Wasabi Mizuta, Megumi Oohara, Yumi Kakazu"
698201,Tsutomu Hanabusa,"Takumi Kitamura, Ryo Yoshizawa, Yuki Yamada"
6278,Rob Bowman,"Christian Bale, Matthew McConaughey, Izabella Scorupco"
17618,Robert Hall,"Bobbi Sue Luther, Kevin Gage, Lena Headey"
248601,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Winnie Böwe"
10142,Brian De Palma,"Michael J. Fox, Sean Penn, Don Harvey"
339994,Kasra Farahani,"Logan Miller, Keir Gilchrist, James Caan"
1148960,Ginanti Rona,"Ersya Aurelia, Hana Malasan, Jourdy Pranata"
13446,Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths"
339405,Antonio Campos,"Rebecca Hall, Michael C. Hall, Tracy Letts"
15741,Agnès Merlet,"Carice van Houten, Jenn Murray, David Wilmot"
38543,Jonathan English,"James Purefoy, Kate Mara, Jason Flemyng"
322240,Barry Sonnenfeld,"Kevin Spacey, Jennifer Garner, Robbie Amell"
254186,Julien Maury,"Anne Marivin, Théo Fernandez, Francis Renaud"
897589,Takeshi Mori,"Kappei Yamaguchi, Megumi Hayashibara, Noriko Hidaka"
829358,Patrick White,"Ava Preston, Kaelen Ohm, Jamie Bloch"
250535,Christopher Smith,"Jim Broadbent, Rafe Spall, Warwick Davis"
372040,Pundhevanop Dhewakul,"Shahkrit Yamnarm, Karnpitchar Ketmanee, Jiravich Pongpaijit"
302156,Ariel Vromen,"Ryan Reynolds, Kevin Costner, Gary Oldman"
513576,Nahnatchka Khan,"Ali Wong, Randall Park, Keanu Reeves"
356084,Naoyuki Tomomatsu,"Meguri, Yui Aikawa, Asami"
521296,Kitaro Kosaka,"Seiran Kobayashi, Nana Mizuki, Satsumi Matsuda"
254273,Robert Kondo,"Courtney Lockwood, Lars Mikkelsen"
16342,Tom Shankland,"Eva Birthistle, Hannah Tointon, Stephen Campbell Moore"
10847,Harry Hook,"Balthazar Getty, Chris Furrh, Danuel Pipoly"
486947,Gustav Möller,"Jakob Cedergren, Jessica Dinnage, Omar Shargawi"
11712,Akira Kurosawa,"Toshirō Mifune, Tatsuya Nakadai, Keiju Kobayashi"
1041896,Jules Katanyag,"AJ Raval, Angeli Khang, Kiko Estrada"
1229958,Sam Hobkinson,"Dave Kroupa, Cari Farver, Nancy Raney"
40662,Brandon Vietti,"Bruce Greenwood, Jensen Ackles, Neil Patrick Harris"
11074,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina"
1108211,Xiang Liu,"Zhu Yilong, Ni Ni, Janice Man"
18672,Tony Ching Siu-Tung,"Brigitte Lin Ching-Hsia, Jet Li, Rosamund Kwan Chi-Lam"
12723,Pat O'Connor,"Joaquin Phoenix, Liv Tyler, Jennifer Connelly"
10174,Alek Keshishian,"Madonna, Donna DeLory, Niki Haris"
1369240,Perri Peltz,Ronan Farrow
313922,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart"
26356,Pier Paolo Pasolini,"Maria Callas, Massimo Girotti, Laurent Terzieff"
25884,Daniel Goldberg,"Rebecca De Mornay, Mary Gross, Fred Thompson"
13184,Oxide Pang Shun,"Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung Choi-Nei"
579828,Arseny Syukhin,"Milena Radulović, Sergey Ivanuk, Nicholay Kovbas"
544431,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis"
334517,Richie Smyth,"Jamie Dornan, Guillaume Canet, Mark Strong"
763148,Elisa Amoruso,"Bella Thorne, Benjamin Mascolo, Sebastiano Pigazzi"
1260951,Shao Yihui,"Song Jia, Elane Zhong, Zeng Mumei"
517124,,
239563,Theodore Melfi,"Bill Murray, Melissa McCarthy, Jaeden Martell"
25190,Henry King,"Tyrone Power, Ava Gardner, Errol Flynn"
17078,Majid Majidi,"Hossein Mahjoub, Mohsen Ramezani, Salameh Feyzi"
10753,Jackie Chan,"Jackie Chan, Maggie Cheung Man-Yuk, Lam Kwok-Hung"
619278,M.J. Bassett,"Aml Ameen, Rhea Seehorn, Roxanne McKee"
25905,Ján Kadár,"Ida Kamińska, Jozef Kroner, František Zvarík"
159753,Paul A. Kaufman,"Judy Reyes, Ana Ortiz, Hector Luis Bustamante"
19580,Robert Berlinger,"Jonathan Bennett, Randy Wayne, April Scott"
15237,Irwin Winkler,"Kevin Kline, Ashley Judd, Jonathan Pryce"
418588,Joel Novoa,"Jackson Hurst, Heather McComb, Hana Hayes"
217993,Jay Oliva,"Michelle Monaghan, Alan Tudyk, Sean Astin"
30301,Tinto Brass,"Anna Galiena, Gabriel Garko, Franco Branciaroli"
29702,Dario Argento,"Anthony Franciosa, John Saxon, Daria Nicolodi"
54445,Benny Boom,"Gabriel Macht, Robert Patrick, Carly Pope"
1211728,Jerónimo Rocha,"Magui Bravi, Nacho Francavilla, Josefina Inés Fariña"
590009,Jason William Lee,"Valter Skarsgård, Khamisa Wilsher, Gigi Saul Guerrero"
140823,John Lee Hancock,"Emma Thompson, Tom Hanks, Colin Farrell"
15451,Götz Spielmann,"Johannes Krisch, Irina Potapenko, Michael-Joachim Heiss"
12594,Jack Sholder,"Holly Fields, Chris Weber, Al Foster"
25482,Vicente Aranda,"Eduardo Noriega, Flora Martínez, Belén Fabra"
994,Sam Peckinpah,"Dustin Hoffman, Susan George, Peter Vaughan"
11687,Jean-Marie Poiré,"Jean Reno, Christian Clavier, Valérie Lemercier"
1175075,Nacho G. Velilla,"Alexandra Jiménez, María Adánez, Francesc Orella"
12104,Alan Parker,"Bob Geldof, Christine Hargreaves, James Laurenson"
14034,Sam Weisman,"Martin Lawrence, Danny DeVito, John Leguizamo"
10158,Ron Shelton,"Wesley Snipes, Woody Harrelson, Rosie Perez"
717980,Benjamin Caron,"Julianne Moore, Sebastian Stan, Justice Smith"
9696,Takashi Miike,"Tadanobu Asano, Nao Ômori, Shinya Tsukamoto"
1042834,Ron Howard,"Jude Law, Sydney Sweeney, Daniel Brühl"
50850,Dee McLachlan,"Jamie Williams, Amy Robbins, Hal Fowler"
82080,Sergio Corbucci,"Jerry Calà, Paolo Villaggio, Serena Grandi"
14254,Charles Guard,"Emily Browning, Arielle Kebbel, David Strathairn"
228970,Jean-Marc Vallée,"Reese Witherspoon, Laura Dern, Keene McRae"
27324,Kiyoshi Kurosawa,"Haruhiko Kato, Kumiko Aso, Koyuki"
14011,Dave Bullock,"David Boreanaz, Miguel Ferrer, Neil Patrick Harris"
164443,John Gray,"Julia Stiles, David Walton, Camryn Manheim"
16710,Tyler Perry,"Angela Bassett, Rick Fox, Lance Gross"
1142710,Ali Liebert,"Sarah Ramos, William Moseley, Killian Donnelly"
1372061,Nick Randall,"Gerry Conway, Paul Gambaccini, Dave Ambrose"
10808,Steve Carr,"Eddie Murphy, Kristen Wilson, Kyla Pratt"
601165,Adrian Bol,"Scott Adkins, Honor Kneafsey, Martin McDougall"
11031,Rob Reiner,"Christopher Guest, Michael McKean, Harry Shearer"
400710,Niels Arden Oplev,"Elliot Page, Diego Luna, Nina Dobrev"
22172,J. Michael Muro,"Mike Lackey, Bill Chepil, Vic Noto"
526702,Ashley Avis,"Kate Winslet, Mackenzie Foy, Iain Glen"
1272146,Emiliano Ruprah de Fina,"Homero Gómez González, Juan Pablo Cruz García, Carlos Montiel"
114975,Jacques Tourneur,"Joel McCrea, Vera Miles, Lloyd Bridges"
18395,Garry Marshall,"Dana Delany, Paul Mercurio, Rosie O'Donnell"
509598,Agnieszka Holland,"James Norton, Vanessa Kirby, Peter Sarsgaard"
269242,Jacob Cooney,"Julien Ari, Heather Paige Cohn, Jean Louise O'Sullivan"
25797,Vincent Bal,"Carice van Houten, Theo Maassen, Jack Wouterse"
248933,Andreas Prochaska,"Sam Riley, Tobias Moretti, Paula Beer"
939210,Matt Stawski,"Joshua Dela Cruz, Steve Burns, Donovan Patton"
416051,Roman Polanski,"Emmanuelle Seigner, Eva Green, Vincent Perez"
1546,Mike Mills,"Lou Taylor Pucci, Tilda Swinton, Vincent D'Onofrio"
14172,Philippe Martinez,"Jean-Claude Van Damme, Simon Yam, Valerie Tian"
43436,Mervyn LeRoy,"June Allyson, Peter Lawford, Margaret O'Brien"
10610,Gordon Chan,"Jackie Chan, Lee Evans, Claire Forlani"
159,Sönke Wortmann,"Til Schweiger, Katja Riemann, Joachim Król"
410126,Danny Draven,"Michael Ironside, Jack Plotnick, Drew Fonteiro"
183910,Dan M. Kinem,"Lloyd Kaufman, Samuel M. Sherman, Anthony Timpone"
1375172,Gabriel Coste,"Benjamin Farnoux, Aurélien Royer, Gwenola Gérard-Seznec"
523077,Jason Cabell,"Nicolas Cage, Leslie Bibb, Peter Facinelli"
313230,Wei Te-sheng,"Nolay Piho, Umin Boya, Masanobu Ando"
43923,Anna Boden,"Keir Gilchrist, Emma Roberts, Zach Galifianakis"
25300,Gabriele Salvatores,"Giuseppe Cristiano, Dino Abbrescia, Aitana Sánchez-Gijón"
16003,Kjell Sundvall,"Rolf Lassgård, Lennart Jähkel, Jarmo Mäkinen"
8291,John Singleton,"Janet Jackson, Tupac Shakur, Regina King"
11915,Tony Aboyantz,"Louis de Funès, Michel Galabru, Maurice Risch"
160068,Sebastián Lelio,"Paulina García, Sergio Hernández, Coca Guazzini"
22972,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson"
36865,Yasuhiro Takemoto,"Tomokazu Sugita, Aya Hirano, Minori Chihara"
17346,Ellen Giffard,"Edith Bouvier Beale, Edith Ewing Bouvier Beale, Brooks Hyers"
58224,Mark Waters,"Jim Carrey, Carla Gugino, Angela Lansbury"
552848,Choi Woo-seong,"Lee Eun-mi, Park Joo-bin"
1293279,Terry Ingram,"Paul Campbell, Tyler Hynes, Andrew W. Walker"
773,Jonathan Dayton,"Greg Kinnear, Toni Collette, Steve Carell"
36095,Kiyoshi Kurosawa,"Koji Yakusho, Masato Hagiwara, Tsuyoshi Ujiki"
16564,Martin Koolhoven,"Martijn Lakemeier, Melody Klaver, Yorick van Wageningen"
730823,Lee Jang-hoon,"Park Jeong-min, Yoona, Lee Sung-min"
11090,Luke Greenfield,"Rob Schneider, Colleen Haskell, John C. McGinley"
25598,Sean Penn,"David Morse, Viggo Mortensen, Valeria Golino"
10521,Gary Winick,"Kate Hudson, Anne Hathaway, Bryan Greenberg"
537116,Lin-Manuel Miranda,"Andrew Garfield, Alexandra Shipp, Robin de Jesús"
460648,Leo Zhang,"Jackie Chan, Show Lo, Ouyang Nana"
385448,Chris Bouchard,"Poppy Drayton, Shirley MacLaine, Loreto Peralta"
18710,Steve Carver,"Ben Gazzara, Harry Guardino, Sylvester Stallone"
16070,Kirby Dick,"Kimberly Peirce, Jon Lewis, David Ansen"
1318668,Simón Hernández,"Pablo Escobar, César Gaviria, María Victoria Henao"
15264,Edwin L. Marin,"John Wayne, Ella Raines, Ward Bond"
42949,Luc Besson,"Freddie Highmore, Mia Farrow, Robert Stanton"
58767,Claudio Fäh,"Chad Michael Collins, Richard Sammel, Annabel Wright"
26444,Peter R. Hunt,"Charles Bronson, Lee Marvin, Andrew Stevens"
918487,Han Dong-Ho,"Ji Hee, Lee Je-kwan, Im Tae-mok"
80389,Adrian Grünberg,"Mel Gibson, Kevin Hernandez, Daniel Giménez Cacho"
570480,Kevin Johnson,"Big Sean, Pamela Adlon, Lucy Hale"
423453,Pierre Coré,"Omar Sy, Louane Emera, Franck Gastambide"
1104171,Rusty Cundieff,"Christina Milian, Devale Ellis, Kofi Siriboe"
1129598,Mukunda Michael Dewil,"Ryan Phillippe, Emile Hirsch, Mena Suvari"
1139829,Sean Charmatz,"Jacob Tremblay, Paul Walter Hauser, Angela Bassett"
1726,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges"
502356,Michael Jelenic,"Chris Pratt, Anya Taylor-Joy, Charlie Day"
315162,Joel Crawford,"Antonio Banderas, Salma Hayek Pinault, Harvey Guillén"
1042657,James Croke,"Sasha Luss, Alexis Ren, Ava Caryofyllis"
1075676,Kim Sang-man,"Gang Dong-won, Park Jeong-min, Cha Seung-won"
346698,Greta Gerwig,"Margot Robbie, Ryan Gosling, America Ferrera"
762509,Barry Jenkins,"Aaron Pierre, Kelvin Harrison Jr., Tiffany Boone"
39323,Mitsuo Hashimoto,"Masako Nozawa, Kazuyuki Sogabe, Yuko Mita"
38055,Tom McGrath,"Will Ferrell, Tina Fey, Jonah Hill"
55580,Tinto Brass,"Tinto Brass, Cinzia Roccaforte, Cristina Rinaldi"
1830,Andrew Niccol,"Nicolas Cage, Bridget Moynahan, Jared Leto"
1280768,Kyle Marshall,"Bentley Griffin, Alex Cazares, Piotr Michael"
72545,Brad Peyton,"Dwayne Johnson, Josh Hutcherson, Vanessa Hudgens"
1678,Ishirō Honda,"Akira Takarada, Momoko Kôchi, Akihiko Hirata"
50546,Dennis Dugan,"Adam Sandler, Jennifer Aniston, Brooklyn Decker"
51876,Neil Burger,"Bradley Cooper, Robert De Niro, Abbie Cornish"
278154,Mike Thurmeier,"Ray Romano, John Leguizamo, Denis Leary"
281957,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson"
1166073,Wang Ding-Lin,"Chen Bolin, Cecilia Choi, Kent Tsai Fan-Hsi"
147441,Ridley Scott,"Christian Bale, Joel Edgerton, Ben Kingsley"
924,Zack Snyder,"Sarah Polley, Ving Rhames, Jake Weber"
554600,Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Yami Gautam"
18823,Louis Leterrier,"Sam Worthington, Gemma Arterton, Mads Mikkelsen"
9836,George Miller,"Elijah Wood, Robin Williams, Brittany Murphy"
514847,Craig Zobel,"Betty Gilpin, Hilary Swank, Ethan Suplee"
256835,Steve Purcell,"Kristen Schaal, Kevin McKidd, Tom Hanks"
502235,Lee Do-si,"Lee Min-wook, Ji Eun-seo, Baek Se-ri"
33,Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman"
48340,Alister Grierson,"Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield"
424694,Bryan Singer,"Rami Malek, Gwilym Lee, Ben Hardy"
1270880,Troy Miller,Katt Williams
238636,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford"
359241,Walter Martyn Cabell,"Tinto Brass, Emanuela Nay, Erika Savastani"
258230,J. A. Bayona,"Lewis MacDougall, Sigourney Weaver, Felicity Jones"
1368,Ted Kotcheff,"Sylvester Stallone, Richard Crenna, Brian Dennehy"
10867,Giuseppe Tornatore,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico"
57214,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown"
205584,Alex Proyas,"Nikolaj Coster-Waldau, Brenton Thwaites, Gerard Butler"
2566,François Ozon,"Melvil Poupaud, Jeanne Moreau, Valeria Bruni Tedeschi"
11422,Jack Smight,"Charlton Heston, Henry Fonda, James Coburn"
338947,David Bruckner,"Odessa A'zion, Jamie Clayton, Adam Faison"
11586,John Boorman,"Richard Burton, Linda Blair, Louise Fletcher"
9714,Raja Gosnell,"Alex D. Linz, Olek Krupa, Rya Kihlstedt"
48650,Julio Medem,"Elena Anaya, Natasha Yarovenko, Enrico Lo Verso"
146233,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis"
43949,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay"
1145645,Roman Perez Jr.,"Tiffany Grey, VR Relosa, Armina Alegre"
5915,Sean Penn,"Emile Hirsch, Marcia Gay Harden, William Hurt"
721173,Kim Bit-na,"Shin Yeon-woo, Jeong-yeon, Lee Chae-dam"
1422,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson"
11459,Mike Mitchell,"Michael Angarano, Mary Elizabeth Winstead, Kurt Russell"
299537,Ryan Fleck,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn"
976906,Callum Burn,"Kris Saddler, Tom Gordon, David Dobson"
22970,Drew Goddard,"Kristen Connolly, Fran Kranz, Chris Hemsworth"
621,Randal Kleiser,"Olivia Newton-John, John Travolta, Stockard Channing"
615457,Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen"
1097549,Halina Reijn,"Nicole Kidman, Harris Dickinson, Antonio Banderas"
1949,David Fincher,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards"
513310,Joe Carnahan,"Frank Grillo, Mel Gibson, Naomi Watts"
1236671,Bejoy Nambiar,"Harshvardhan Rane, Ehan Bhat, TJ Bhanu"
3170,David Hand,"Donnie Dunagan, Peter Behn, Stan Alexander"
417320,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson"
16690,Robin Budd,"Harriet Owen, Blayne Weaver, Jeff Bennett"
41439,Kevin Greutert,"Tobin Bell, Costas Mandylor, Betsy Russell"
664,Jan de Bont,"Helen Hunt, Bill Paxton, Jami Gertz"
779816,Marc Forster,"Ariella Glaser, Orlando Schwerdt, Bryce Gheisar"
877703,Russell Mulcahy,"Tyler Posey, Crystal Reed, Holland Roden"
4513,David Slade,"Josh Hartnett, Melissa George, Danny Huston"
850888,Alexander Witt,"Rallén Montenegro, Aarón Díaz, Eva De Dominici"
1891,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher"
843380,Walter Hill,"Christoph Waltz, Willem Dafoe, Rachel Brosnahan"
1136690,Ho Miu-Kei,"Sandra Ng Kwan-Yue, MC Cheung, Stephy Tang Lai-Yan"
9358,David R. Ellis,"A. J. Cook, Ali Larter, Michael Landes"
1542,Mike Judge,"Ron Livingston, Jennifer Aniston, David Herman"
